Turtle ID,Observation Date,Observation Town
ST2009-63,1-Nov-09,Hull
ST2009-209,11-Dec-09,Orleans
ST2009-173,8-Dec-09,Orleans
ST2009-180,8-Dec-09,Orleans
ST2009-146,6-Dec-09,Orleans
ST2009-119,2-Dec-09,Orleans
ST2009-99,29-Nov-09,Orleans
ST2009-89,28-Nov-09,Orleans
ST2009-90,28-Nov-09,Orleans
ST2009-91,28-Nov-09,Orleans
ST2009-68,18-Nov-09,Quincy
ST2009-71,26-Nov-09,Sandwich
ST2009-66,16-Nov-09,Sandwich
ST2009-62,20-Oct-09,Sandwich
ST2008-142,25-Dec-09,Truro
ST2009-222,12-Dec-09,Truro
ST2009-223,12-Dec-09,Truro
ST2009-224,12-Dec-09,Truro
ST2009-225,12-Dec-09,Truro
ST2009-226,12-Dec-09,Truro
ST2009-200,11-Dec-09,Truro
ST2009-201,11-Dec-09,Truro
ST2009-202,11-Dec-09,Truro
ST2009-210,11-Dec-09,Truro
ST2009-211,11-Dec-09,Truro
ST2009-212,11-Dec-09,Truro
ST2009-220,11-Dec-09,Truro
ST2009-184,10-Dec-09,Truro
ST2009-187,10-Dec-09,Truro
ST2009-188,10-Dec-09,Truro
ST2009-189,10-Dec-09,Truro
ST2009-190,10-Dec-09,Truro
ST2009-191,10-Dec-09,Truro
ST2009-192,10-Dec-09,Truro
ST2009-194,10-Dec-09,Truro
ST2009-163,7-Dec-09,Truro
ST2009-130,5-Dec-09,Truro
ST2009-131,5-Dec-09,Truro
ST2009-133,5-Dec-09,Truro
ST2009-134,5-Dec-09,Truro
ST2009-135,5-Dec-09,Truro
ST2009-124,4-Dec-09,Truro
ST2009-125,4-Dec-09,Truro
ST2009-126,4-Dec-09,Truro
ST2009-127,4-Dec-09,Truro
ST2009-122,3-Dec-09,Truro
ST2009-232,13-Dec-09,Wellfleet
ST2009-233,13-Dec-09,Wellfleet
ST2009-221,12-Dec-09,Wellfleet
ST2009-227,12-Dec-09,Wellfleet
ST2009-228,12-Dec-09,Wellfleet
ST2009-229,12-Dec-09,Wellfleet
ST2009-230,12-Dec-09,Wellfleet
ST2009-231,12-Dec-09,Wellfleet
ST2009-203,11-Dec-09,Wellfleet
ST2009-204,11-Dec-09,Wellfleet
ST2009-205,11-Dec-09,Wellfleet
ST2009-206,11-Dec-09,Wellfleet
ST2009-207,11-Dec-09,Wellfleet
ST2009-208,11-Dec-09,Wellfleet
ST2009-218,11-Dec-09,Wellfleet
ST2009-219,11-Dec-09,Wellfleet
ST2009-185,10-Dec-09,Wellfleet
ST2009-186,10-Dec-09,Wellfleet
ST2009-193,10-Dec-09,Wellfleet
ST2009-128,4-Dec-09,Wellfleet
ST2009-104,29-Nov-09,Wellfleet
ST2009-60,12-Oct-09,Wellfleet
ST2008-144,12-Jan-09,Wellfleet
ST2008-143,3-Jan-09,Wellfleet
ST2009-108,29-Nov-09,West Tisbury
ST2009-170,7-Dec-09,
