Turtle ID,Observation Date,Observation Town
ST2002-180,29-Nov-02,Wellfleet
ST2002-196,29-Nov-02,Wellfleet
ST2002-197,29-Nov-02,Wellfleet
ST2002-199,29-Nov-02,Wellfleet
ST2002-171,28-Nov-02,Wellfleet
ST2002-157,27-Nov-02,Wellfleet
ST2002-158,27-Nov-02,Wellfleet
ST2002-152,25-Nov-02,Wellfleet
ST2002-129,24-Nov-02,Wellfleet
ST2002-130,24-Nov-02,Wellfleet
ST2002-130,24-Nov-02,Wellfleet
ST2002-141,24-Nov-02,Wellfleet
ST2002-141,24-Nov-02,Wellfleet
ST2002-142,24-Nov-02,Wellfleet
ST2002-142,24-Nov-02,Wellfleet
ST2002-118,19-Nov-02,Wellfleet
ST2002-118,19-Nov-02,Wellfleet
ST2001-136,5-Jan-02,Wellfleet
ST2002-112,10-Nov-02,Yarmouth Port
ST2002-112,10-Nov-02,Yarmouth Port
ST2002-115,16-Nov-02,
