ids,lon,lat,30yr_separation(km/day),30yr_separation(km/km)
115420691,-69.860048042706026,42.030991462351274,11.52,0.50
115420691,-69.748510423281445,41.91832333166608,6.65,0.28
115420691,-69.553400928651016,41.826068403296503,2.79,0.12
115420691,-69.439929686633278,41.661993671918324,13.94,0.48
115420691,-69.222669759170344,41.544276015651612,10.88,0.32
115420691,-68.96207960215655,41.504736500831228,7.73,0.33
115420691,-68.905999309597448,41.467836282325557,10.45,0.29
115420691,-68.787290147733785,41.578734480246389,14.35,0.57
115420691,-68.568416113361394,41.583631921201324,17.93,0.55
115420691,-68.451700507699897,41.596511792809707,18.79,0.30
115420691,-68.105220213115416,41.821598596751251,3.51,0.06
115420691,-68.012310073837341,41.827886712511571,11.42,0.17
115420691,-67.852253984496258,41.831126275554873,8.22,0.12
115420691,-67.681784667731108,41.811615712015417,20.08,0.29
115420691,-67.674538647509948,41.852264278505999,15.51,0.24
115420691,-67.284863093262132,42.074090770623066,17.23,0.21
115420691,-67.193677722405155,42.001568344425209,22.92,0.30
115420691,-67.192272278497271,42.074558977101951,18.59,0.23
115420691,-67.174445535490776,42.099711768865866,13.22,0.16
115420691,-67.094177526289528,42.090531451012239,5.20,0.08
115420691,-66.690700057770712,42.125375573512081,5.34,0.12
115420691,-66.664415877314113,42.147263359626074,5.97,0.12
115420691,-66.522242457494343,42.10266970096162,5.59,0.14
115420691,-66.416719985048204,42.10361141623374,6.52,0.11
115420691,-66.208297289134208,41.842294287387425,12.55,0.28
115420691,-66.197746871399431,41.846982583580129,11.42,0.24
115420691,-66.2964798756352,41.77494786540214,9.90,0.15
115420691,-66.388084125939827,41.763400687555873,19.95,0.29
115420691,-66.347062085204129,41.532581075886199,4.52,0.11
115420691,-66.325563379643981,41.515229377363688,6.67,0.13
115430683,-69.901244872661636,42.992644307934668,8.36,0.47
115430683,-69.905831745938315,42.878173542588591,6.25,0.37
115430683,-69.854118106606791,42.822187539345705,3.52,0.16
115430683,-69.781682714700665,42.706665164684814,7.84,0.47
115430683,-69.731561301693915,42.636006894816653,3.70,0.22
115430683,-69.585924899839441,42.622027585223236,8.04,0.38
115430683,-69.649279853418236,42.44728697210676,2.96,0.16
115430683,-69.513052727293029,42.467132050536499,9.62,0.35
115430683,-69.330794727992767,42.4752509040962,7.05,0.30
115430683,-69.242854038516285,42.377044273985554,5.33,0.15
115430683,-69.266468244155533,42.388349951522009,9.36,0.54
115430683,-69.232516173816933,42.429296269403352,11.13,1.11
115430683,-69.194594023238125,42.430928325742521,2.90,0.19
115430683,-69.163314189486357,42.457996808346195,19.88,1.12
115430683,-69.111647204286655,42.566617018686969,9.54,0.45
115430683,-69.114963615404207,42.591026056923823,3.37,0.15
115430683,-69.164169143925008,42.807270999041201,15.61,0.78
115430683,-69.272385693657412,42.752523750106022,7.67,0.32
115430683,-69.438155609368906,42.707634581416457,3.38,0.13
115430683,-69.466323522190095,42.719336040985681,2.95,0.17
115430683,-69.406003446299081,42.719636211127579,6.75,0.27
115430683,-69.32767316901446,42.745782712070827,2.84,0.09
115430683,-69.247898726248081,42.712997163979914,6.62,0.18
115430683,-69.264852434413527,42.651284274336938,11.05,0.32
115430683,-69.35160307531963,42.664953903038942,5.03,0.22
115430683,-69.351049200590154,42.671700988105357,12.12,0.26
115430683,-69.488921667751725,42.683074103274045,12.41,0.41
115430683,-69.734839348101545,42.776109389769942,1.97,0.10
115430683,-69.741141311790386,42.798109338622922,3.37,0.16
115430683,-69.72860101699527,42.750220910958326,2.15,0.12
115430683,-69.734275855295564,42.737415026090133,1.57,0.09
115430683,-69.686810028375021,42.723246967874871,4.14,0.24
115430683,-69.63617681915909,42.665107551354012,8.84,0.37
115430683,-69.696030861698361,42.595883900525521,4.56,0.31
115430683,-69.379125663131575,42.66545625974392,4.08,0.17
115430683,-69.280250312203208,42.623446064539927,8.14,0.20
115430683,-69.334730639582673,42.612557896040869,11.86,0.41
115430683,-69.328171726945868,42.663348199450311,4.40,0.14
115430683,-69.316149839092219,42.6511652286149,16.98,0.64
115430683,-68.869908584334738,42.717744221115282,18.80,0.65
115430683,-68.675675112144276,42.613662363121733,1.50,0.06
115430683,-68.7694419008143,42.601824393619069,17.30,0.79
115430684,-69.969893408020198,42.281043287582698,17.95,0.50
115430684,-69.676625974576865,42.272189653851918,18.94,0.62
115430684,-69.3393992586889,42.265989102892433,13.03,0.42
115430684,-69.198262285306811,42.30901024029874,4.13,0.17
115430684,-69.179683166907978,42.342384401224834,20.88,0.68
115430684,-68.942008779743574,42.471833807146389,10.85,0.36
115430684,-68.846040146639197,42.44232000120067,8.02,0.28
115430684,-68.74421694336344,42.410187075750635,5.95,0.20
115430684,-68.81932075476395,42.353580745208816,3.57,0.27
115430684,-68.798235607736771,42.351542569226233,10.24,0.61
115430684,-68.739848653326902,42.383873700839843,5.79,0.38
115430684,-68.674223203860763,42.376577918207239,14.88,0.59
115430684,-68.732904129229141,42.513687376284707,2.35,0.11
115430684,-68.870896301151731,42.399481872496935,8.02,0.30
115430684,-68.925046254724521,42.291622679529659,5.77,0.20
115430684,-68.819315984740541,42.272166869530174,6.89,0.28
115430684,-68.681328186619908,42.266613679794084,8.41,0.29
115430684,-68.348321400658918,42.291533747961218,1.03,0.03
115430684,-68.279636818877108,42.27337170779186,7.05,0.16
115430684,-68.210847880118592,42.346499692699467,3.95,0.11
115430684,-68.168420925116678,42.488946920912142,11.19,0.46
115430684,-68.200578580193579,42.523628715463893,10.35,0.31
115430684,-68.056105379624668,42.503194419625117,11.65,0.52
115430684,-67.931920006195654,42.481626355019834,9.53,0.30
115430684,-67.815625206614371,42.468364684908579,18.60,0.53
115430684,-67.597965956012089,42.483245844619603,17.50,0.55
115430684,-67.116314331546036,42.318373230355235,19.03,0.42
115430684,-66.841471742152208,42.32274170779182,15.41,0.55
115430684,-66.61604548428943,42.40169531894373,19.63,0.56
115430684,-66.59161480184207,42.549375953254966,12.06,0.22
115430684,-66.481900938595601,42.600622895807753,5.84,0.08
115430684,-66.473379421968573,42.678502475990875,24.19,0.43
115430684,-66.335203738069609,42.875802340878465,10.45,0.22
115430684,-66.253099148986522,42.728091535907701,23.81,0.69
115430684,-66.210482753793073,42.690808134138699,16.72,0.29
115430684,-66.103516188879809,42.722911201530728,12.01,0.27
115430684,-65.9707460433916,42.765285211546356,21.36,0.47
115430684,-65.821308128543677,42.927036783701162,5.44,0.13
115430684,-65.74839933367285,42.936977766900505,8.16,0.24
115430684,-65.735476061821331,42.844329914171055,18.61,0.59
115430684,-65.891955940778544,42.903494624594401,32.54,0.71
115430684,-66.146198462130542,42.929602496913937,15.55,0.35
115430684,-66.171957845659222,42.972046400747168,15.38,0.31
115430684,-66.480067685769242,42.912331973177189,12.13,0.33
115430684,-66.655986841666845,42.915585950671023,17.54,0.42
115430686,-69.331770498247394,42.247717826491488,13.16,0.66
115430686,-69.276433800892477,42.175617302974899,14.82,0.55
115430686,-68.801390848794341,42.150316821522495,7.42,0.14
115430686,-68.719511949260934,42.113828865590065,10.89,0.25
115430686,-68.725541494920833,42.181320232382582,15.85,0.38
115430686,-68.549018018251076,42.150599794484599,17.68,0.37
115430686,-68.533843319942719,42.013325116643266,11.92,0.26
116420708,-69.736895139474612,42.647581223967194,3.50,0.18
116420708,-69.643559975626616,42.615764124170525,7.39,0.32
116420708,-69.475327764503021,42.627784757561031,6.91,0.32
116420708,-69.497185961886842,42.681304515071268,12.95,0.44
116440672,-69.993484816842582,42.995483640034422,15.89,0.61
116440672,-69.849924468885376,42.901521346330867,6.86,0.28
116440672,-69.779315477307691,42.836672341545345,6.00,0.20
116440672,-69.853200150768515,42.808471406533855,6.04,0.54
116440672,-69.82694922314144,42.75605116755429,1.97,0.11
116440672,-69.80227334066133,42.685779919893832,9.34,0.51
117440673,-68.859750793616172,42.987551535452667,14.19,0.58
117440673,-68.906041748939828,42.891068380156845,20.19,0.76
117440673,-68.684659346605898,42.813984547170072,3.03,0.14
117440673,-68.625227665293906,42.783721687841101,4.99,0.27
118440677,-68.764887159036093,42.9803108063414,15.23,0.62
118440677,-68.662753767941595,42.802078875863153,20.57,0.64
118440677,-68.880587301244489,42.654814766881891,11.43,0.35
118440677,-68.884954650115617,42.578342605963549,23.11,0.63
118440677,-68.578785303762217,42.612648409267152,3.90,0.15
118440677,-68.45556213365704,42.620935119989639,25.58,0.85
118440677,-68.444081823368791,42.783824466264349,5.00,0.27
118440677,-68.473436239874474,42.851482547420183,4.86,0.19
118440677,-68.34167558708296,42.837377528166357,18.16,0.45
118440677,-68.177486934800399,42.844603669324286,27.94,0.86
118440677,-67.916875793880521,42.752017962056833,9.06,0.29
118440677,-68.456076294140033,42.279654392027261,9.50,0.20
118440677,-68.499253223565205,42.420390554679337,22.62,0.62
137410702,-69.900309321062196,41.946464094541525,3.63,0.12
137410702,-69.769979981613702,41.779697031571629,2.14,0.11
137410702,-69.693567073150064,41.746146745153695,8.25,0.36
137410702,-69.475267185623267,41.594469890971979,10.84,0.33
137410702,-69.43995444943279,41.548396502061628,12.46,0.32
137410702,-69.332362423393192,41.537101142235208,22.39,0.82
137410702,-68.599943123443197,41.250197889170593,29.27,0.50
137410702,-68.379777562014993,41.396765867496157,16.32,0.29
137410702,-66.955872290851929,41.869537805896201,2.83,0.04
137410702,-66.947782452021443,41.82013158419565,8.35,0.13
137410702,-66.959981717001909,41.855736031763996,8.03,0.12
137410702,-66.983756444567206,41.848059118371651,6.92,0.09
137410702,-66.943949136130115,41.781744629584423,18.64,0.23
137410702,-66.934572679178615,41.760563155068027,12.46,0.15
138410701,-69.975799281646999,41.441261916144711,11.65,0.22
